,coordenadas_tupla
189738,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
190825,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
191835,"[{'lat': '4.86992', 'lon': '-2.24046', 'name': 'Axim', 'admin1': 'Western', 'admin2': '', 'cc': 'GH'}]"
192248,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
193117,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
193934,"[{'lat': '24.66987', 'lon': '-81.35397', 'name': 'Big Pine Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
195128,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
195913,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
196065,"[{'lat': '16.01793', 'lon': '-16.48962', 'name': 'Saint-Louis', 'admin1': 'Saint-Louis', 'admin2': '', 'cc': 'SN'}]"
196559,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
196644,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
197328,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
197401,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
198314,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
198345,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
199029,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
199092,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
200042,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
200362,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
201738,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
201827,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
202027,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
202369,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
203046,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
203377,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
203980,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
204478,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
204706,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
205029,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
205316,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
206329,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
207323,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
207695,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
207920,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
208538,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
208805,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
208818,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
208949,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
209222,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
210514,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
210995,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
211773,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
211860,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
211913,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
212145,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
213104,"[{'lat': '22.07521', 'lon': '-159.31895', 'name': ""Kapa'a"", 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
213374,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
213690,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
214591,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
215361,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
216196,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
216209,"[{'lat': '68.62602', 'lon': '-95.87836', 'name': 'Gjoa Haven', 'admin1': 'Nunavut', 'admin2': '', 'cc': 'CA'}]"
216454,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
216621,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
217006,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
217611,"[{'lat': '-9.8', 'lon': '-139.03333', 'name': 'Atuona', 'admin1': '', 'admin2': '', 'cc': 'PF'}]"
217759,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
218757,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
222203,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
222283,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
222613,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
223313,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
223339,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
224149,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
225082,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
225112,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
226743,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
226795,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
226903,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
227809,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
227902,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
228412,"[{'lat': '23.06417', 'lon': '-109.66833', 'name': 'La Playa', 'admin1': 'Baja California Sur', 'admin2': 'Los Cabos', 'cc': 'MX'}]"
228755,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
229075,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
229087,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
229940,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
230899,"[{'lat': '22.14226', 'lon': '-159.31388', 'name': 'Anahola', 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
231290,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
231832,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
232166,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
232177,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
233107,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
233202,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
235108,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
235153,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
236283,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
237417,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
238077,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
238129,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
239237,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
239328,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
239413,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
239901,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
240063,"[{'lat': '22.07521', 'lon': '-159.31895', 'name': ""Kapa'a"", 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
240228,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
240507,"[{'lat': '-37.06757', 'lon': '-12.31155', 'name': 'Edinburgh of the Seven Seas', 'admin1': 'Tristan da Cunha', 'admin2': '', 'cc': 'SH'}]"
241050,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
241474,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
241726,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
241793,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
241967,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
244313,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
244465,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
244738,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
245101,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
245602,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
245612,"[{'lat': '22.07521', 'lon': '-159.31895', 'name': ""Kapa'a"", 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
246762,"[{'lat': '22.04922', 'lon': '-159.33522', 'name': 'Wailua', 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
246990,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
248100,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
248353,"[{'lat': '24.9243', 'lon': '-80.62784', 'name': 'Islamorada', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
248702,"[{'lat': '24.97624', 'lon': '-80.55228', 'name': 'Plantation', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
248953,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
249424,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
250684,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
251554,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
251761,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
252005,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
252182,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
252358,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
252368,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
252780,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
254092,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
254225,"[{'lat': '23.17605', 'lon': '-97.95', 'name': 'Nuevo Progreso', 'admin1': 'Tamaulipas', 'admin2': '', 'cc': 'MX'}]"
254267,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
254893,"[{'lat': '22.07521', 'lon': '-159.31895', 'name': ""Kapa'a"", 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
255355,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
